t_in,ts_in,t_out,ts_out,dt,th,cl,fn,fn_in,fn_out
1567756051.367,20190906_00:47:31,1567756051.368,20190906_00:47:31,0.0009999275207519531,MainThread,Log,write,"('init',)",
1567756062.851,20190906_00:47:42,1567756062.866,20190906_00:47:42,0.014999866485595703,MainThread,Manifold,__init__,"('192.168.1.2', 'config/run/valvemap.txt')",
1567756062.853,20190906_00:47:42,1567756062.865,20190906_00:47:42,0.012000083923339844,MainThread,Manifold,load_valvemap,"('config/run/valvemap.txt',)",
1567756099.612,20190906_00:48:19,1567756100.323,20190906_00:48:20,0.7109999656677246,MainThread,Mfcs,__init__,"('config/system/mfcs.yaml', 'config/run/chanmap.txt')",
1567756099.615,20190906_00:48:19,1567756100.323,20190906_00:48:20,0.7079999446868896,MainThread,Mfcs,connect,(),
1567756100.223,20190906_00:48:20,1567756100.223,20190906_00:48:20,0.0,MainThread,Mfcs,pid,"(0, 2)",
1567756100.223,20190906_00:48:20,1567756100.223,20190906_00:48:20,0.0,MainThread,Mfcs,status,(),"(1, 'normal')"
1567756100.323,20190906_00:48:20,1567756100.323,20190906_00:48:20,0.0,MainThread,Mfcs,load_chanmap,"('config/run/chanmap.txt',)",
1567756104.042,20190906_00:48:24,1567756104.045,20190906_00:48:24,0.003000020980834961,MainThread,Autosampler,__init__,"(<acqpack.motor.Motor instance at 0x0000000019CD0088>, <acqpack.asicontroller.AsiController instance at 0x0000000019C66508>)",
1567756104.043,20190906_00:48:24,1567756104.045,20190906_00:48:24,0.002000093460083008,MainThread,Autosampler,add_frame,"('hardware',)",
1567756104.046,20190906_00:48:24,1567756104.064,20190906_00:48:24,0.017999887466430664,MainThread,Autosampler,add_frame,"('wash', 'config/system/sampler-deck.txt', 'config/run/sampler-4scint.txt')",
1567756104.064,20190906_00:48:24,1567756104.084,20190906_00:48:24,0.020000219345092773,MainThread,Autosampler,add_frame,"('plate', 'config/system/sampler-deck.txt', 'config/run/sampler-96well.txt')",
1567756107.346,20190906_00:48:27,1567756107.346,20190906_00:48:27,0.0,MainThread,FractionCollector,__init__,"(<acqpack.asicontroller.AsiController instance at 0x0000000019C93E08>,)",
1567756107.346,20190906_00:48:27,1567756107.346,20190906_00:48:27,0.0,MainThread,FractionCollector,add_frame,"('hardware',)",
1567756107.346,20190906_00:48:27,1567756107.366,20190906_00:48:27,0.019999980926513672,MainThread,FractionCollector,add_frame,"('plate', 'config/system/collector-deck.txt', 'config/run/collector-96well.txt')",
1567756112.407,20190906_00:48:32,1567756117.056,20190906_00:48:37,4.648999929428101,MainThread,,simul,"({<bound method FractionCollector.wrapper of <acqpack.fractioncollector.FractionCollector instance at 0x0000000019D45AC8>>: ('plate', 'series', 'waste'), <bound method Autosampler.wrapper of <acqpack.autosampler.Autosampler instance at 0x0000000019BB1A08>>: ('wash', 'contents', 'waste')},)",
1567756112.409,20190906_00:48:32,1567756114.417,20190906_00:48:34,2.008000135421753,ThreadPoolExecutor-0_0,FractionCollector,goto,"('plate', 'series', 'waste')",
1567756112.411,20190906_00:48:32,1567756117.037,20190906_00:48:37,4.625999927520752,ThreadPoolExecutor-0_1,Autosampler,goto,"('wash', 'contents', 'waste')",
1567756336.072,20190906_00:52:16,1567756623.702,20190906_00:57:03,287.62999987602234,MainThread,,setup,(),
1567756510.209,20190906_00:55:10,1567756515.961,20190906_00:55:15,5.751999855041504,MainThread,,idle,(),
1567756510.211,20190906_00:55:10,1567756510.225,20190906_00:55:10,0.01399993896484375,MainThread,Manifold,close,"('outlet', 'collector')",
1567756510.217,20190906_00:55:10,1567756510.224,20190906_00:55:10,0.006999969482421875,MainThread,Manifold,pressurize,"(valve    7
Name: 0, dtype: int64,)",
1567756510.218,20190906_00:55:10,1567756510.223,20190906_00:55:10,0.005000114440917969,MainThread,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",False
1567756510.225,20190906_00:55:10,1567756510.234,20190906_00:55:10,0.009000062942504883,MainThread,Manifold,close,"('inlet', 'sampler')",
1567756510.23,20190906_00:55:10,1567756510.234,20190906_00:55:10,0.003999948501586914,MainThread,Manifold,pressurize,"(valve    6
Name: 0, dtype: int64,)",
1567756510.231,20190906_00:55:10,1567756510.233,20190906_00:55:10,0.002000093460083008,MainThread,Manifold,read_valve,"(valve    6
Name: 0, dtype: int64,)",False
1567756510.235,20190906_00:55:10,1567756510.243,20190906_00:55:10,0.00800013542175293,MainThread,Manifold,close,"('inlet', 'wash')",
1567756510.238,20190906_00:55:10,1567756510.243,20190906_00:55:10,0.005000114440917969,MainThread,Manifold,pressurize,"(valve    5
Name: 0, dtype: int64,)",
1567756510.24,20190906_00:55:10,1567756510.242,20190906_00:55:10,0.002000093460083008,MainThread,Manifold,read_valve,"(valve    5
Name: 0, dtype: int64,)",False
1567756510.244,20190906_00:55:10,1567756511.554,20190906_00:55:11,1.309999942779541,MainThread,,close_waste,(),
1567756510.244,20190906_00:55:10,1567756510.252,20190906_00:55:10,0.00800013542175293,MainThread,Manifold,close,"('valve', 4)",
1567756510.248,20190906_00:55:10,1567756510.252,20190906_00:55:10,0.004000186920166016,MainThread,Manifold,pressurize,"(valve    4
Name: 0, dtype: int64,)",
1567756510.249,20190906_00:55:10,1567756510.251,20190906_00:55:10,0.0019998550415039062,MainThread,Manifold,read_valve,"(valve    4
Name: 0, dtype: int64,)",False
1567756510.509,20190906_00:55:10,1567756510.509,20190906_00:55:10,0.0,MainThread,Manifold,close,"('valve', 3)",
1567756510.509,20190906_00:55:10,1567756510.509,20190906_00:55:10,0.0,MainThread,Manifold,pressurize,"(valve    3
Name: 0, dtype: int64,)",
1567756510.509,20190906_00:55:10,1567756510.509,20190906_00:55:10,0.0,MainThread,Manifold,read_valve,"(valve    3
Name: 0, dtype: int64,)",False
1567756510.769,20190906_00:55:10,1567756510.769,20190906_00:55:10,0.0,MainThread,Manifold,close,"('valve', 2)",
1567756510.769,20190906_00:55:10,1567756510.769,20190906_00:55:10,0.0,MainThread,Manifold,pressurize,"(valve    2
Name: 0, dtype: int64,)",
1567756510.769,20190906_00:55:10,1567756510.769,20190906_00:55:10,0.0,MainThread,Manifold,read_valve,"(valve    2
Name: 0, dtype: int64,)",False
1567756511.02,20190906_00:55:11,1567756511.024,20190906_00:55:11,0.003999948501586914,MainThread,Manifold,close,"('valve', 1)",
1567756511.024,20190906_00:55:11,1567756511.024,20190906_00:55:11,0.0,MainThread,Manifold,pressurize,"(valve    1
Name: 0, dtype: int64,)",
1567756511.024,20190906_00:55:11,1567756511.024,20190906_00:55:11,0.0,MainThread,Manifold,read_valve,"(valve    1
Name: 0, dtype: int64,)",False
1567756511.284,20190906_00:55:11,1567756511.294,20190906_00:55:11,0.009999990463256836,MainThread,Manifold,close,"('valve', 0)",
1567756511.284,20190906_00:55:11,1567756511.294,20190906_00:55:11,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    0
Name: 0, dtype: int64,)",
1567756511.284,20190906_00:55:11,1567756511.294,20190906_00:55:11,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    0
Name: 0, dtype: int64,)",False
1567756511.554,20190906_00:55:11,1567756511.554,20190906_00:55:11,0.0,MainThread,Manifold,open,"('name', 'sheath')",
1567756511.554,20190906_00:55:11,1567756511.554,20190906_00:55:11,0.0,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567756511.554,20190906_00:55:11,1567756511.554,20190906_00:55:11,0.0,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567756511.554,20190906_00:55:11,1567756511.564,20190906_00:55:11,0.009999990463256836,MainThread,Manifold,close,"('name', 'in')",
1567756511.564,20190906_00:55:11,1567756511.564,20190906_00:55:11,0.0,MainThread,Manifold,pressurize,"(valve    8
Name: 0, dtype: int64,)",
1567756511.564,20190906_00:55:11,1567756511.564,20190906_00:55:11,0.0,MainThread,Manifold,read_valve,"(valve    8
Name: 0, dtype: int64,)",False
1567756511.564,20190906_00:55:11,1567756511.574,20190906_00:55:11,0.009999990463256836,MainThread,Mfcs,set,"('inlet', 'sampler', 0.1)",
1567756511.574,20190906_00:55:11,1567756511.584,20190906_00:55:11,0.010000228881835938,MainThread,Mfcs,set,"('inlet', 'wash', 1.5)",
1567756511.584,20190906_00:55:11,1567756515.852,20190906_00:55:15,4.267999887466431,MainThread,,simul,"({<bound method FractionCollector.wrapper of <acqpack.fractioncollector.FractionCollector instance at 0x0000000019D45AC8>>: ('plate', 'series', 'waste'), <bound method Autosampler.wrapper of <acqpack.autosampler.Autosampler instance at 0x0000000019BB1A08>>: ()},)",
1567756511.584,20190906_00:55:11,1567756511.818,20190906_00:55:11,0.23399996757507324,ThreadPoolExecutor-1_0,FractionCollector,goto,"('plate', 'series', 'waste')",
1567756511.584,20190906_00:55:11,1567756515.801,20190906_00:55:15,4.2170000076293945,ThreadPoolExecutor-1_1,Autosampler,home,(),
1567756515.852,20190906_00:55:15,1567756515.961,20190906_00:55:15,0.10899996757507324,MainThread,,sheath,(),
1567756515.853,20190906_00:55:15,1567756515.862,20190906_00:55:15,0.009000062942504883,MainThread,Manifold,close,"('name', 'sheath')",
1567756515.857,20190906_00:55:15,1567756515.862,20190906_00:55:15,0.004999876022338867,MainThread,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567756515.858,20190906_00:55:15,1567756515.86,20190906_00:55:15,0.0019998550415039062,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567756515.961,20190906_00:55:15,1567756515.961,20190906_00:55:15,0.0,MainThread,Manifold,open,"('name', 'sheath')",
1567756515.961,20190906_00:55:15,1567756515.961,20190906_00:55:15,0.0,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567756515.961,20190906_00:55:15,1567756515.961,20190906_00:55:15,0.0,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567756515.971,20190906_00:55:15,1567756623.597,20190906_00:57:03,107.62599992752075,MainThread,,flush,"(20, 60, 60, 20)",
1567756515.971,20190906_00:55:15,1567756515.971,20190906_00:55:15,0.0,MainThread,Manifold,open,"('inlet', 'wash')",
1567756515.971,20190906_00:55:15,1567756515.971,20190906_00:55:15,0.0,MainThread,Manifold,depressurize,"(valve    5
Name: 0, dtype: int64,)",
1567756515.971,20190906_00:55:15,1567756515.971,20190906_00:55:15,0.0,MainThread,Manifold,read_valve,"(valve    5
Name: 0, dtype: int64,)",False
1567756515.981,20190906_00:55:15,1567756515.981,20190906_00:55:15,0.0,MainThread,Mfcs,set,"('inlet', 'wash', 15)",
1567756515.981,20190906_00:55:15,1567756538.659,20190906_00:55:38,22.67799997329712,MainThread,,simul,"({<function wrapper at 0x0000000019D6BC18>: (20,), <bound method FractionCollector.wrapper of <acqpack.fractioncollector.FractionCollector instance at 0x0000000019D45AC8>>: ('plate', 'well', 'A01'), <bound method Autosampler.wrapper of <acqpack.autosampler.Autosampler instance at 0x0000000019BB1A08>>: ('wash', 'contents', 'waste')},)",
1567756515.981,20190906_00:55:15,1567756538.649,20190906_00:55:38,22.667999982833862,ThreadPoolExecutor-2_0,,to_waste,"(20,)",
1567756515.981,20190906_00:55:15,1567756516.251,20190906_00:55:16,0.26999998092651367,ThreadPoolExecutor-2_1,FractionCollector,goto,"('plate', 'well', 'A01')",
1567756515.981,20190906_00:55:15,1567756520.484,20190906_00:55:20,4.503000020980835,ThreadPoolExecutor-2_2,Autosampler,goto,"('wash', 'contents', 'waste')",
1567756515.991,20190906_00:55:15,1567756517.317,20190906_00:55:17,1.3259999752044678,ThreadPoolExecutor-2_0,,open_waste,(),
1567756515.991,20190906_00:55:15,1567756516.011,20190906_00:55:16,0.019999980926513672,ThreadPoolExecutor-2_0,Manifold,open,"('valve', 0)",
1567756516.011,20190906_00:55:16,1567756516.011,20190906_00:55:16,0.0,ThreadPoolExecutor-2_0,Manifold,depressurize,"(valve    0
Name: 0, dtype: int64,)",
1567756516.011,20190906_00:55:16,1567756516.011,20190906_00:55:16,0.0,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    0
Name: 0, dtype: int64,)",False
1567756516.269,20190906_00:55:16,1567756516.277,20190906_00:55:16,0.007999897003173828,ThreadPoolExecutor-2_0,Manifold,open,"('valve', 1)",
1567756516.272,20190906_00:55:16,1567756516.277,20190906_00:55:16,0.004999876022338867,ThreadPoolExecutor-2_0,Manifold,depressurize,"(valve    1
Name: 0, dtype: int64,)",
1567756516.273,20190906_00:55:16,1567756516.275,20190906_00:55:16,0.002000093460083008,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    1
Name: 0, dtype: int64,)",False
1567756516.528,20190906_00:55:16,1567756516.537,20190906_00:55:16,0.008999824523925781,ThreadPoolExecutor-2_0,Manifold,open,"('valve', 2)",
1567756516.531,20190906_00:55:16,1567756516.536,20190906_00:55:16,0.005000114440917969,ThreadPoolExecutor-2_0,Manifold,depressurize,"(valve    2
Name: 0, dtype: int64,)",
1567756516.532,20190906_00:55:16,1567756516.535,20190906_00:55:16,0.003000020980834961,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    2
Name: 0, dtype: int64,)",False
1567756516.788,20190906_00:55:16,1567756516.796,20190906_00:55:16,0.007999897003173828,ThreadPoolExecutor-2_0,Manifold,open,"('valve', 3)",
1567756516.791,20190906_00:55:16,1567756516.796,20190906_00:55:16,0.005000114440917969,ThreadPoolExecutor-2_0,Manifold,depressurize,"(valve    3
Name: 0, dtype: int64,)",
1567756516.792,20190906_00:55:16,1567756516.794,20190906_00:55:16,0.0019998550415039062,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    3
Name: 0, dtype: int64,)",False
1567756517.049,20190906_00:55:17,1567756517.057,20190906_00:55:17,0.007999897003173828,ThreadPoolExecutor-2_0,Manifold,open,"('valve', 4)",
1567756517.052,20190906_00:55:17,1567756517.057,20190906_00:55:17,0.004999876022338867,ThreadPoolExecutor-2_0,Manifold,depressurize,"(valve    4
Name: 0, dtype: int64,)",
1567756517.053,20190906_00:55:17,1567756517.055,20190906_00:55:17,0.002000093460083008,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    4
Name: 0, dtype: int64,)",False
1567756537.325,20190906_00:55:37,1567756538.649,20190906_00:55:38,1.3239998817443848,ThreadPoolExecutor-2_0,,close_waste,(),
1567756537.325,20190906_00:55:37,1567756537.335,20190906_00:55:37,0.009999990463256836,ThreadPoolExecutor-2_0,Manifold,close,"('valve', 4)",
1567756537.325,20190906_00:55:37,1567756537.325,20190906_00:55:37,0.0,ThreadPoolExecutor-2_0,Manifold,pressurize,"(valve    4
Name: 0, dtype: int64,)",
1567756537.325,20190906_00:55:37,1567756537.325,20190906_00:55:37,0.0,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    4
Name: 0, dtype: int64,)",True
1567756537.595,20190906_00:55:37,1567756537.605,20190906_00:55:37,0.009999990463256836,ThreadPoolExecutor-2_0,Manifold,close,"('valve', 3)",
1567756537.595,20190906_00:55:37,1567756537.605,20190906_00:55:37,0.009999990463256836,ThreadPoolExecutor-2_0,Manifold,pressurize,"(valve    3
Name: 0, dtype: int64,)",
1567756537.595,20190906_00:55:37,1567756537.605,20190906_00:55:37,0.009999990463256836,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    3
Name: 0, dtype: int64,)",True
1567756537.865,20190906_00:55:37,1567756537.865,20190906_00:55:37,0.0,ThreadPoolExecutor-2_0,Manifold,close,"('valve', 2)",
1567756537.865,20190906_00:55:37,1567756537.865,20190906_00:55:37,0.0,ThreadPoolExecutor-2_0,Manifold,pressurize,"(valve    2
Name: 0, dtype: int64,)",
1567756537.865,20190906_00:55:37,1567756537.865,20190906_00:55:37,0.0,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    2
Name: 0, dtype: int64,)",True
1567756538.124,20190906_00:55:38,1567756538.124,20190906_00:55:38,0.0,ThreadPoolExecutor-2_0,Manifold,close,"('valve', 1)",
1567756538.124,20190906_00:55:38,1567756538.124,20190906_00:55:38,0.0,ThreadPoolExecutor-2_0,Manifold,pressurize,"(valve    1
Name: 0, dtype: int64,)",
1567756538.124,20190906_00:55:38,1567756538.124,20190906_00:55:38,0.0,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    1
Name: 0, dtype: int64,)",True
1567756538.389,20190906_00:55:38,1567756538.389,20190906_00:55:38,0.0,ThreadPoolExecutor-2_0,Manifold,close,"('valve', 0)",
1567756538.389,20190906_00:55:38,1567756538.389,20190906_00:55:38,0.0,ThreadPoolExecutor-2_0,Manifold,pressurize,"(valve    0
Name: 0, dtype: int64,)",
1567756538.389,20190906_00:55:38,1567756538.389,20190906_00:55:38,0.0,ThreadPoolExecutor-2_0,Manifold,read_valve,"(valve    0
Name: 0, dtype: int64,)",True
1567756538.659,20190906_00:55:38,1567756598.864,20190906_00:56:38,60.205000162124634,MainThread,,simul,"({<function wrapper at 0x0000000019D6BDD8>: (60, True), <function wrapper at 0x0000000019D6BCF8>: (60,)},)",
1567756538.659,20190906_00:55:38,1567756598.824,20190906_00:56:38,60.16499996185303,ThreadPoolExecutor-3_0,,to_collector,"(60, True)",
1567756538.659,20190906_00:55:38,1567756598.716,20190906_00:56:38,60.057000160217285,ThreadPoolExecutor-3_1,,to_sampler,"(60,)",
1567756538.659,20190906_00:55:38,1567756538.679,20190906_00:55:38,0.019999980926513672,ThreadPoolExecutor-3_0,Manifold,open,"('outlet', 'collector')",
1567756538.659,20190906_00:55:38,1567756538.689,20190906_00:55:38,0.029999971389770508,ThreadPoolExecutor-3_1,Manifold,open,"('outlet', 'sampler')",
1567756538.669,20190906_00:55:38,1567756538.679,20190906_00:55:38,0.009999990463256836,ThreadPoolExecutor-3_0,Manifold,depressurize,"(valve    7
Name: 0, dtype: int64,)",
1567756538.679,20190906_00:55:38,1567756538.689,20190906_00:55:38,0.009999990463256836,ThreadPoolExecutor-3_1,Manifold,depressurize,"(valve    6
Name: 0, dtype: int64,)",
1567756538.679,20190906_00:55:38,1567756538.679,20190906_00:55:38,0.0,ThreadPoolExecutor-3_0,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",False
1567756538.679,20190906_00:55:38,1567756538.679,20190906_00:55:38,0.0,ThreadPoolExecutor-3_1,Manifold,read_valve,"(valve    6
Name: 0, dtype: int64,)",False
1567756538.679,20190906_00:55:38,1567756598.815,20190906_00:56:38,60.13600015640259,ThreadPoolExecutor-3_0,,sheath,"(60,)",
1567756566.697,20190906_00:56:06,1567756566.697,20190906_00:56:06,0.0,ThreadPoolExecutor-3_0,Manifold,close,"('name', 'sheath')",
1567756566.697,20190906_00:56:06,1567756566.697,20190906_00:56:06,0.0,ThreadPoolExecutor-3_0,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567756566.697,20190906_00:56:06,1567756566.697,20190906_00:56:06,0.0,ThreadPoolExecutor-3_0,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567756566.797,20190906_00:56:06,1567756566.797,20190906_00:56:06,0.0,ThreadPoolExecutor-3_0,Manifold,open,"('name', 'sheath')",
1567756566.797,20190906_00:56:06,1567756566.797,20190906_00:56:06,0.0,ThreadPoolExecutor-3_0,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567756566.797,20190906_00:56:06,1567756566.797,20190906_00:56:06,0.0,ThreadPoolExecutor-3_0,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567756594.811,20190906_00:56:34,1567756594.811,20190906_00:56:34,0.0,ThreadPoolExecutor-3_0,Manifold,close,"('name', 'sheath')",
1567756594.811,20190906_00:56:34,1567756594.811,20190906_00:56:34,0.0,ThreadPoolExecutor-3_0,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567756594.811,20190906_00:56:34,1567756594.811,20190906_00:56:34,0.0,ThreadPoolExecutor-3_0,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567756594.911,20190906_00:56:34,1567756594.911,20190906_00:56:34,0.0,ThreadPoolExecutor-3_0,Manifold,open,"('name', 'sheath')",
1567756594.911,20190906_00:56:34,1567756594.911,20190906_00:56:34,0.0,ThreadPoolExecutor-3_0,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567756594.911,20190906_00:56:34,1567756594.911,20190906_00:56:34,0.0,ThreadPoolExecutor-3_0,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567756598.69,20190906_00:56:38,1567756598.714,20190906_00:56:38,0.023999929428100586,ThreadPoolExecutor-3_0,Manifold,close,"('name', 'sheath')",
1567756598.692,20190906_00:56:38,1567756598.715,20190906_00:56:38,0.023000001907348633,ThreadPoolExecutor-3_1,Manifold,close,"('outlet', 'sampler')",
1567756598.701,20190906_00:56:38,1567756598.713,20190906_00:56:38,0.012000083923339844,ThreadPoolExecutor-3_0,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567756598.704,20190906_00:56:38,1567756598.71,20190906_00:56:38,0.006000041961669922,ThreadPoolExecutor-3_0,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567756598.707,20190906_00:56:38,1567756598.715,20190906_00:56:38,0.007999897003173828,ThreadPoolExecutor-3_1,Manifold,pressurize,"(valve    6
Name: 0, dtype: int64,)",
1567756598.709,20190906_00:56:38,1567756598.712,20190906_00:56:38,0.0029997825622558594,ThreadPoolExecutor-3_1,Manifold,read_valve,"(valve    6
Name: 0, dtype: int64,)",True
1567756598.806,20190906_00:56:38,1567756598.814,20190906_00:56:38,0.007999897003173828,ThreadPoolExecutor-3_0,Manifold,open,"('name', 'sheath')",
1567756598.809,20190906_00:56:38,1567756598.814,20190906_00:56:38,0.004999876022338867,ThreadPoolExecutor-3_0,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567756598.81,20190906_00:56:38,1567756598.812,20190906_00:56:38,0.002000093460083008,ThreadPoolExecutor-3_0,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567756598.815,20190906_00:56:38,1567756598.824,20190906_00:56:38,0.008999824523925781,ThreadPoolExecutor-3_0,Manifold,close,"('outlet', 'collector')",
1567756598.819,20190906_00:56:38,1567756598.823,20190906_00:56:38,0.003999948501586914,ThreadPoolExecutor-3_0,Manifold,pressurize,"(valve    7
Name: 0, dtype: int64,)",
1567756598.82,20190906_00:56:38,1567756598.822,20190906_00:56:38,0.002000093460083008,ThreadPoolExecutor-3_0,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",True
1567756598.864,20190906_00:56:38,1567756623.587,20190906_00:57:03,24.722999811172485,MainThread,,simul,"({<built-in function sleep>: (20,), <function wrapper at 0x0000000019D6BEB8>: ()},)",
1567756598.866,20190906_00:56:38,1567756623.537,20190906_00:57:03,24.671000003814697,ThreadPoolExecutor-4_1,,needle_wash,(),
1567756598.867,20190906_00:56:38,1567756605.488,20190906_00:56:45,6.620999813079834,ThreadPoolExecutor-4_1,Autosampler,goto,"('wash', 'contents', 'etoh')",
1567756611.249,20190906_00:56:51,1567756617.868,20190906_00:56:57,6.61899995803833,ThreadPoolExecutor-4_1,Autosampler,goto,"('wash', 'contents', 'water')",
1567756623.587,20190906_00:57:03,1567756623.587,20190906_00:57:03,0.0,MainThread,Mfcs,set,"('inlet', 'wash', 1.5)",
1567756623.587,20190906_00:57:03,1567756623.597,20190906_00:57:03,0.009999990463256836,MainThread,Manifold,close,"('inlet', 'wash')",
1567756623.587,20190906_00:57:03,1567756623.597,20190906_00:57:03,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    5
Name: 0, dtype: int64,)",
1567756623.597,20190906_00:57:03,1567756623.597,20190906_00:57:03,0.0,MainThread,Manifold,read_valve,"(valve    5
Name: 0, dtype: int64,)",True
1567756623.73,20190906_00:57:03,1567757396.987,20190906_01:09:56,773.2569999694824,MainThread,,iteration,"(index                   12
n                       12
s                       23
r                        1
c                        0
well                   B01
series                +n-s
conc_fluorophore         0
conc_dna                 0
vol                  3e-05
amt_fluorophore          0
amt_dna                  0
needle_wash              1
sheath                   1
x                    2.493
y                   21.749
z                    -0.85
Name: 0, dtype: object, index                   12
n                       12
s                       23
r                        1
c                        0
well                   B01
well_waste             A01
series                +n-s
conc_fluorophore         0
conc_dna                 0
vol                  8e-06
amt_fluorophore          0
amt_dna                  0
needle_wash              1
sheath                   1
x                    2.493
y                   21.749
z                    -0.85
intensity              NaN
plate_reader           NaN
qpcr                   NaN
Name: 0, dtype: object)",
1567756623.731,20190906_00:57:03,1567756869.386,20190906_01:01:09,245.65499997138977,MainThread,,prime,"(index                   12
n                       12
s                       23
r                        1
c                        0
well                   B01
series                +n-s
conc_fluorophore         0
conc_dna                 0
vol                  3e-05
amt_fluorophore          0
amt_dna                  0
needle_wash              1
sheath                   1
x                    2.493
y                   21.749
z                    -0.85
Name: 0, dtype: object,)",
1567756623.732,20190906_00:57:03,1567756636.65,20190906_00:57:16,12.917999982833862,MainThread,Autosampler,goto,"('plate', 'well', 'B01')",
1567756636.65,20190906_00:57:16,1567756636.66,20190906_00:57:16,0.009999990463256836,MainThread,Mfcs,set,"('inlet', 'sampler', 15)",
1567756636.66,20190906_00:57:16,1567756636.67,20190906_00:57:16,0.009999990463256836,MainThread,Manifold,open,"('inlet', 'sampler')",
1567756636.66,20190906_00:57:16,1567756636.67,20190906_00:57:16,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    6
Name: 0, dtype: int64,)",
1567756636.66,20190906_00:57:16,1567756636.66,20190906_00:57:16,0.0,MainThread,Manifold,read_valve,"(valve    6
Name: 0, dtype: int64,)",False
1567756636.67,20190906_00:57:16,1567756814.264,20190906_01:00:14,177.5939998626709,MainThread,,to_waste,"(175,)",
1567756636.67,20190906_00:57:16,1567756637.969,20190906_00:57:17,1.2990000247955322,MainThread,,open_waste,(),
1567756636.67,20190906_00:57:16,1567756636.68,20190906_00:57:16,0.009999990463256836,MainThread,Manifold,open,"('valve', 0)",
1567756636.67,20190906_00:57:16,1567756636.68,20190906_00:57:16,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    0
Name: 0, dtype: int64,)",
1567756636.67,20190906_00:57:16,1567756636.67,20190906_00:57:16,0.0,MainThread,Manifold,read_valve,"(valve    0
Name: 0, dtype: int64,)",False
1567756636.933,20190906_00:57:16,1567756636.942,20190906_00:57:16,0.008999824523925781,MainThread,Manifold,open,"('valve', 1)",
1567756636.937,20190906_00:57:16,1567756636.941,20190906_00:57:16,0.003999948501586914,MainThread,Manifold,depressurize,"(valve    1
Name: 0, dtype: int64,)",
1567756636.938,20190906_00:57:16,1567756636.94,20190906_00:57:16,0.002000093460083008,MainThread,Manifold,read_valve,"(valve    1
Name: 0, dtype: int64,)",False
1567756637.198,20190906_00:57:17,1567756637.198,20190906_00:57:17,0.0,MainThread,Manifold,open,"('valve', 2)",
1567756637.198,20190906_00:57:17,1567756637.198,20190906_00:57:17,0.0,MainThread,Manifold,depressurize,"(valve    2
Name: 0, dtype: int64,)",
1567756637.198,20190906_00:57:17,1567756637.198,20190906_00:57:17,0.0,MainThread,Manifold,read_valve,"(valve    2
Name: 0, dtype: int64,)",False
1567756637.45,20190906_00:57:17,1567756637.45,20190906_00:57:17,0.0,MainThread,Manifold,open,"('valve', 3)",
1567756637.45,20190906_00:57:17,1567756637.45,20190906_00:57:17,0.0,MainThread,Manifold,depressurize,"(valve    3
Name: 0, dtype: int64,)",
1567756637.45,20190906_00:57:17,1567756637.45,20190906_00:57:17,0.0,MainThread,Manifold,read_valve,"(valve    3
Name: 0, dtype: int64,)",False
1567756637.701,20190906_00:57:17,1567756637.71,20190906_00:57:17,0.009000062942504883,MainThread,Manifold,open,"('valve', 4)",
